deduplication_id,duplicate_record_id,canonical_record_id,match_method,match_key,action,manual_verification_status,notes
D000726,R000263,R000227,normalized_doi,10.22360/springsim.2020.cns.004,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000727,R000264,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000728,R000265,R000228,normalized_doi,10.1080/19401493.2026.2712297,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000729,R000266,R000205,normalized_doi,10.1109/icrera.2018.8567002,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000730,R000267,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000731,R000268,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000732,R000269,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000733,R000270,R000239,normalized_doi,10.1109/sesg67016.2025.00020,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000734,R000271,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000735,R000272,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000736,R000273,R000026,normalized_doi,10.1016/b978-0-323-99588-7.00002-x,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000737,R000274,R000024,normalized_doi,10.1016/b978-0-323-99588-7.00010-9,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000738,R000275,R000230,normalized_doi,10.1109/icpedc47771.2019.9036650,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000739,R000276,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000740,R000277,R000027,normalized_doi,10.1016/b978-0-323-99588-7.00005-5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000741,R000278,R000029,normalized_doi,10.1016/c2021-0-02510-4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000742,R000279,R000028,normalized_doi,10.1016/b978-0-323-99588-7.00004-3,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000743,R000281,R000030,normalized_doi,10.1016/b978-0-323-99588-7.00003-1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000744,R000282,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000745,R000283,R000241,normalized_doi,10.1016/j.jobe.2024.109401,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000746,R000284,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000747,R000285,R000038,normalized_doi,10.1016/j.energy.2021.120741,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000748,R000286,R000255,normalized_doi,10.2139/ssrn.6993209,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000749,R000287,R000037,normalized_doi,10.46855/energy-proceedings-3450,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000750,R000292,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000751,R000293,R000241,normalized_doi,10.1016/j.jobe.2024.109401,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000752,R000294,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000753,R000295,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000754,R000296,R000289,normalized_doi,10.63044/w26ha15,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000755,R000297,R000255,normalized_doi,10.2139/ssrn.6993209,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000756,R000298,R000291,normalized_doi,10.2139/ssrn.4512866,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000757,R000299,R000045,normalized_doi,10.1109/pesgre52268.2022.9715880,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000758,R000300,R000026,normalized_doi,10.1016/b978-0-323-99588-7.00002-x,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000759,R000301,R000288,normalized_doi,10.1016/j.energy.2026.140746,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000760,R000302,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000761,R000303,R000255,normalized_doi,10.2139/ssrn.6993209,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000762,R000304,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000763,R000305,R000241,normalized_doi,10.1016/j.jobe.2024.109401,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000764,R000306,R000228,normalized_doi,10.1080/19401493.2026.2712297,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000765,R000307,R000288,normalized_doi,10.1016/j.energy.2026.140746,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000766,R000308,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000767,R000310,R000289,normalized_doi,10.63044/w26ha15,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000768,R000311,R000056,normalized_doi,10.2172/1580215,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000769,R000312,R000033,normalized_doi,10.1002/9781394203093.ch1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000770,R000313,R000241,normalized_doi,10.1016/j.jobe.2024.109401,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000771,R000314,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000772,R000315,R000255,normalized_doi,10.2139/ssrn.6993209,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000773,R000316,R000288,normalized_doi,10.1016/j.energy.2026.140746,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000774,R000317,R000289,normalized_doi,10.63044/w26ha15,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000775,R000318,R000290,normalized_doi,10.1007/978-981-97-8313-7_28,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000776,R000319,R000291,normalized_doi,10.2139/ssrn.4512866,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000777,R000320,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000778,R000323,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000779,R000326,R000197,normalized_doi,10.1016/j.enconman.2016.12.045,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000780,R000329,R000080,normalized_doi,10.11159/eee25.138,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000781,R000331,R000195,normalized_doi,10.1007/978-981-10-4250-8_6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000782,R000332,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000783,R000334,R000182,normalized_doi,10.3390/wevj14060152,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000784,R000336,R000324,normalized_doi,10.1109/tsg.2023.3263470,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000785,R000337,R000189,normalized_doi,10.1109/isgteurope56780.2023.10408178,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000786,R000338,R000199,normalized_doi,10.3390/wevj17050252,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000787,R000341,R000325,normalized_doi,10.1016/j.enconman.2025.120119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000788,R000342,R000199,normalized_doi,10.3390/wevj17050252,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000789,R000343,R000195,normalized_doi,10.1007/978-981-10-4250-8_6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000790,R000344,R000197,normalized_doi,10.1016/j.enconman.2016.12.045,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000791,R000345,R000178,normalized_doi,10.1109/pesgre45664.2020.9070489,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000792,R000347,R000324,normalized_doi,10.1109/tsg.2023.3263470,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000793,R000348,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000794,R000349,R000325,normalized_doi,10.1016/j.enconman.2025.120119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000795,R000352,R000228,normalized_doi,10.1080/19401493.2026.2712297,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000796,R000353,R000207,normalized_doi,10.1016/j.renene.2025.124769,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000797,R000354,R000195,normalized_doi,10.1007/978-981-10-4250-8_6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000798,R000355,R000206,normalized_doi,10.1016/j.renene.2024.120760,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000799,R000356,R000178,normalized_doi,10.1109/pesgre45664.2020.9070489,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000800,R000357,R001124,normalized_doi,10.1016/j.energy.2021.121608,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000801,R000359,R000346,normalized_doi,10.1007/978-981-19-0979-5_30,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000802,R000360,R000205,normalized_doi,10.1109/icrera.2018.8567002,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000803,R000361,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000804,R000362,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000805,R000363,R000324,normalized_doi,10.1109/tsg.2023.3263470,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000806,R000364,R000199,normalized_doi,10.3390/wevj17050252,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000807,R000367,R000325,normalized_doi,10.1016/j.enconman.2025.120119,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000808,R000368,R000228,normalized_doi,10.1080/19401493.2026.2712297,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000809,R000371,R000195,normalized_doi,10.1007/978-981-10-4250-8_6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000810,R000372,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000811,R000373,R000025,normalized_doi,10.1016/j.jobe.2025.112731,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000812,R000374,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000813,R000375,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000814,R000376,R000026,normalized_doi,10.1016/b978-0-323-99588-7.00002-x,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000815,R000378,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000816,R000379,R000024,normalized_doi,10.1016/b978-0-323-99588-7.00010-9,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000817,R000380,R000230,normalized_doi,10.1109/icpedc47771.2019.9036650,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000818,R000382,R000377,normalized_doi,10.1016/j.jobe.2024.110877,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000819,R000383,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000820,R000384,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000821,R000385,R000381,normalized_doi,10.1061/9780784486962.022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000822,R000389,R000025,normalized_doi,10.1016/j.jobe.2025.112731,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000823,R000390,R000227,normalized_doi,10.22360/springsim.2020.cns.004,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000824,R000391,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000825,R000392,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000826,R000393,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000827,R000394,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000828,R000395,R000239,normalized_doi,10.1109/sesg67016.2025.00020,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000829,R000396,R000377,normalized_doi,10.1016/j.jobe.2024.110877,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000830,R000397,R000381,normalized_doi,10.1061/9780784486962.022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000831,R000398,R000241,normalized_doi,10.1016/j.jobe.2024.109401,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000832,R000399,R000023,normalized_doi,10.1016/b978-0-323-99588-7.00009-2,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000833,R000400,R000025,normalized_doi,10.1016/j.jobe.2025.112731,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000834,R000402,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000835,R000403,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000836,R000406,R000381,normalized_doi,10.1061/9780784486962.022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000837,R000407,R000226,normalized_doi,10.2139/ssrn.6955743,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000838,R000408,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000839,R000409,R000377,normalized_doi,10.1016/j.jobe.2024.110877,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000840,R000410,R000255,normalized_doi,10.2139/ssrn.6993209,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000841,R000412,R000238,normalized_doi,10.1016/j.jobe.2024.111722,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000842,R000413,R000377,normalized_doi,10.1016/j.jobe.2024.110877,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000843,R000414,R000222,normalized_doi,10.1016/j.egyr.2025.11.057,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000844,R000415,R000381,normalized_doi,10.1061/9780784486962.022,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000845,R000416,R000386,normalized_doi,10.4018/979-8-3373-1147-0.ch004,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000846,R000417,R000387,normalized_doi,10.2139/ssrn.5079775,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000847,R000418,R000388,normalized_doi,10.2139/ssrn.5079773,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000848,R000419,R000025,normalized_doi,10.1016/j.jobe.2025.112731,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000849,R000420,R000227,normalized_doi,10.22360/springsim.2020.cns.004,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000850,R000421,R000048,normalized_doi,10.1109/icsmartgrid58556.2023.10170914,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000851,R000423,R000124,normalized_doi,10.1109/cloud.2016.0020,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000852,R000428,R000123,normalized_doi,10.1002/9781119597537.ch5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000853,R000429,R000153,normalized_doi,10.3390/electronics10161900,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000854,R000432,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000855,R000433,R000424,normalized_doi,10.1007/978-3-031-18034-7_11,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000856,R000434,R000425,normalized_doi,10.33545/27076571.2020.v1.i2b.360,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000857,R000435,R000427,normalized_doi,10.1002/9781119763260.ch10,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000858,R000436,R000123,normalized_doi,10.1002/9781119597537.ch5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000859,R000438,R000431,normalized_doi,10.1201/9781315230870-13,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000860,R000439,R000072,normalized_doi,10.1002/9781119851288.ch8,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000861,R000440,R000127,normalized_doi,10.70179/rvbfak07,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000862,R000442,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000863,R000443,R000424,normalized_doi,10.1007/978-3-031-18034-7_11,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000864,R000444,R000425,normalized_doi,10.33545/27076571.2020.v1.i2b.360,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000865,R000446,R000430,normalized_doi,10.2172/3015033,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000866,R000447,R000431,normalized_doi,10.1201/9781315230870-13,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000867,R000448,R000153,normalized_doi,10.3390/electronics10161900,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000868,R000449,R000427,normalized_doi,10.1002/9781119763260.ch10,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000869,R000451,R000123,normalized_doi,10.1002/9781119597537.ch5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000870,R000452,R000153,normalized_doi,10.3390/electronics10161900,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000871,R000454,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000872,R000455,R000424,normalized_doi,10.1007/978-3-031-18034-7_11,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000873,R000456,R000160,normalized_doi,10.2139/ssrn.5357694,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000874,R000457,R000430,normalized_doi,10.2172/3015033,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000875,R000458,R000425,normalized_doi,10.33545/27076571.2020.v1.i2b.360,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000876,R000460,R000156,normalized_doi,10.1201/9781003336990-1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000877,R000462,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000878,R000463,R000424,normalized_doi,10.1007/978-3-031-18034-7_11,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000879,R000464,R000425,normalized_doi,10.33545/27076571.2020.v1.i2b.360,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000880,R000465,R000427,normalized_doi,10.1002/9781119763260.ch10,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000881,R000466,R000168,normalized_doi,10.1007/978-3-030-81961-3_6,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000882,R000467,R000123,normalized_doi,10.1002/9781119597537.ch5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000883,R000468,R000431,normalized_doi,10.1201/9781315230870-13,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000884,R000469,R000072,normalized_doi,10.1002/9781119851288.ch8,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000885,R000470,R000127,normalized_doi,10.70179/rvbfak07,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000886,R000471,R000441,normalized_doi,10.1109/icdsec67721.2025.11439378,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000887,R000472,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000888,R000473,R000124,normalized_doi,10.1109/cloud.2016.0020,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000889,R000474,R000322,normalized_doi,10.20944/preprints202607.2314.v1,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000890,R000476,R000123,normalized_doi,10.1002/9781119597537.ch5,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000891,R000482,R000184,normalized_doi,10.1049/pbtr016e_ch4,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
D000892,R000483,R000422,normalized_doi,10.1109/imcec.2016.7867538,retain_as_linked_duplicate_exclude_from_screening_count,rule_verified,No fuzzy-only auto-merge was performed.
