search_record_id,title,publication_year,doi_normalized,stable_url,oa_url,query_ids,manual_review_reason
R001086,Frequency regulation service provision in data center with computational flexibility,2019,10.1016/j.apenergy.2019.05.107,https://doi.org/10.1016/j.apenergy.2019.05.107,https://www.osti.gov/biblio/1692233,QFIELD_DC_frequency_response_regulation|QSA_DC_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001087,Assessments of data centers for provision of frequency regulation,2020,10.1016/j.apenergy.2020.115621,https://doi.org/10.1016/j.apenergy.2020.115621,https://www.sciencedirect.com/science/article/am/pii/S0306261920311247,QFIELD_DC_frequency_response_regulation|QSA_DC_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001090,Data centres as a source of flexibility for power systems,2025,10.1016/j.egyr.2025.03.020,https://doi.org/10.1016/j.egyr.2025.03.020,https://doi.org/10.1016/j.egyr.2025.03.020,QFIELD_DC_frequency_response_regulation|QFIELD_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001091,"Fast frequency response from a UPS system of a data center, background, and pilot results",2019,10.1109/eem.2019.8916344,https://doi.org/10.1109/eem.2019.8916344,,QFIELD_DC_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001105,Carbon awareness oriented data center location and configuration: An integrated optimization method,2023,10.1016/j.energy.2023.127744,https://doi.org/10.1016/j.energy.2023.127744,,QFIELD_DC_renewable_energy_integration|QSA_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001106,Carbon-Aware Load Balance Control of Data Centers With Renewable Generations,2022,10.1109/tcc.2022.3150391,https://doi.org/10.1109/tcc.2022.3150391,,QFIELD_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001107,An energy and carbon-aware algorithm for renewable energy usage maximization in distributed cloud data centers,2022,10.1016/j.jpdc.2022.04.001,https://doi.org/10.1016/j.jpdc.2022.04.001,https://www.sciencedirect.com/science/article/pii/S074373152200079X/pdf,QFIELD_DC_renewable_energy_integration|QSA_DC_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001122,Promises and Challenges of Next-Generation “Beyond Li-ion” Batteries for Electric Vehicles and Grid Decarbonization,2020,10.1021/acs.chemrev.0c00767,https://doi.org/10.1021/acs.chemrev.0c00767,https://www.osti.gov/servlets/purl/1828155,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001124,Combined vehicle to building (V2B) and vehicle to home (V2H) strategy to increase electric vehicle market share,2021,10.1016/j.energy.2021.121608,https://doi.org/10.1016/j.energy.2021.121608,https://www.sciencedirect.com/science/article/pii/S0360544221018569/pdf,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support|QPAIR_EV_BLDG_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QPR_EV_resilience_emergency_operation|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration|QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001125,Utilization of Electric Vehicles for Vehicle-to-Grid Services: Progress and Perspectives,2022,10.3390/en15020589,https://doi.org/10.3390/en15020589,https://www.mdpi.com/1996-1073/15/2/589/pdf?version=1642156271,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QMA_demand_response_peak_management|QMA_frequency_response_regulation|QMA_local_energy_sharing_distribution_support|QMA_renewable_energy_integration|QPAIR_DC_EV_demand_response_peak_management|QPAIR_DC_EV_frequency_response_regulation|QPAIR_DC_EV_local_energy_sharing_distribution_support|QPAIR_DC_EV_renewable_energy_integration|QPR_DC_frequency_response_regulation|QPR_EV_demand_response_peak_management|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001126,A Review on Electric Vehicles: Technologies and Challenges,2021,10.3390/smartcities4010022,https://doi.org/10.3390/smartcities4010022,https://www.mdpi.com/2624-6511/4/1/22/pdf?version=1615800939,QFIELD_EV_demand_response_peak_management|QFIELD_EV_local_energy_sharing_distribution_support|QPR_EV_demand_response_peak_management|QPR_EV_local_energy_sharing_distribution_support|QSA_EV_demand_response_peak_management|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001127,Balancing Power Demand Through EV Mobility in Vehicle-to-Grid Mobile Energy Networks,2015,10.1109/tii.2015.2494884,https://doi.org/10.1109/tii.2015.2494884,,QFIELD_EV_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001128,"Integrated PV Charging of EV Fleet Based on Energy Prices, V2G, and Offer of Reserves",2017,10.1109/tsg.2017.2763683,https://doi.org/10.1109/tsg.2017.2763683,http://resolver.tudelft.nl/uuid:91939ff6-acb6-4377-9bd0-abba2db3a224,QFIELD_EV_demand_response_peak_management|QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QFIELD_EV_renewable_energy_integration|QPR_EV_frequency_response_regulation|QPR_EV_local_energy_sharing_distribution_support|QPR_EV_renewable_energy_integration|QSA_EV_demand_response_peak_management|QSA_EV_frequency_response_regulation|QSA_EV_local_energy_sharing_distribution_support|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001130,Peak shaving and valley filling of power consumption profile in non-residential buildings using an electric vehicle parking lot,2018,10.1016/j.energy.2018.01.128,https://doi.org/10.1016/j.energy.2018.01.128,,QFIELD_EV_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001137,Capacity Estimation for Vehicle-to-Grid Frequency Regulation Services With Smart Charging Mechanism,2015,10.1109/tsg.2015.2436901,https://doi.org/10.1109/tsg.2015.2436901,https://arxiv.org/pdf/1410.1282,QFIELD_EV_frequency_response_regulation|QPR_EV_frequency_response_regulation|QSA_EV_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001139,Vehicle-to-Grid Aggregator to Support Power Grid and Reduce Electric Vehicle Charging Cost,2019,10.1109/access.2019.2958664,https://doi.org/10.1109/access.2019.2958664,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08930487.pdf,QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001141,"Integrating a hydrogen fuel cell electric vehicle with vehicle-to-grid technology, photovoltaic power and a residential building",2018,10.1016/j.apenergy.2018.02.038,https://doi.org/10.1016/j.apenergy.2018.02.038,https://ars.els-cdn.com/content/image/1-s2.0-S0306261918301636-fx1_lrg.jpg,QFIELD_EV_frequency_response_regulation|QFIELD_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001142,Smart charging of electric vehicles with photovoltaic power and vehicle-to-grid technology in a microgrid; a case study,2015,10.1016/j.apenergy.2015.04.092,https://doi.org/10.1016/j.apenergy.2015.04.092,https://dspace.library.uu.nl/handle/1874/314720,QFIELD_EV_local_energy_sharing_distribution_support|QSA_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001151,"Integrating electric vehicles as virtual power plants: A comprehensive review on vehicle-to-grid (V2G) concepts, interface topologies, marketing and future prospects",2022,10.1016/j.est.2022.105579,https://doi.org/10.1016/j.est.2022.105579,,QFIELD_EV_local_energy_sharing_distribution_support|QPR_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001155,Strategic network expansion planning with electric vehicle smart charging concepts as investment options,2021,10.1016/j.adapen.2021.100077,https://doi.org/10.1016/j.adapen.2021.100077,https://www.sciencedirect.com/science/article/pii/S266679242100069X/pdf,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001156,"Reaping the Benefits of Smart Electric Vehicle Charging and Vehicle-to-Grid Technologies: Regulatory, Policy and Technical Aspects",2022,10.1109/access.2022.3217525,https://doi.org/10.1109/access.2022.3217525,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09931106.pdf,QFIELD_EV_renewable_energy_integration|QFIELD_EV_resilience_emergency_operation|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001157,Electric vehicle charging choices: Modelling and implications for smart charging services,2017,10.1016/j.trc.2017.05.006,https://doi.org/10.1016/j.trc.2017.05.006,https://www.sciencedirect.com/science/article/pii/S0968090X17301365/pdf,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001158,Factors influencing consumer acceptance of vehicle-to-grid by electric vehicle drivers in the Netherlands,2021,10.1016/j.tbs.2020.12.008,https://doi.org/10.1016/j.tbs.2020.12.008,https://www.sciencedirect.com/science/article/pii/S2214367X20302519/pdf,QFIELD_EV_renewable_energy_integration|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001159,"Electric Vehicles: V2G for Rapid, Safe, and Green EV Penetration",2022,10.3390/en15030803,https://doi.org/10.3390/en15030803,https://www.mdpi.com/1996-1073/15/3/803/pdf?version=1643527253,QFIELD_EV_renewable_energy_integration|QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_renewable_energy_integration|QPAIR_BS_EV_resilience_emergency_operation|QPR_EV_renewable_energy_integration|QSA_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001160,Energy management and optimization of vehicle-to-grid systems for wind power integration,2020,10.17775/cseejpes.2020.01610,https://doi.org/10.17775/cseejpes.2020.01610,https://doi.org/10.17775/cseejpes.2020.01610,QFIELD_EV_renewable_energy_integration|QMA_renewable_energy_integration|QMA_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001164,Reliability Evaluation of Distribution Systems Including Vehicle-to-Home and Vehicle-to-Grid,2015,10.1109/tpwrs.2015.2396524,https://doi.org/10.1109/tpwrs.2015.2396524,,QFIELD_EV_resilience_emergency_operation|QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001166,A State of the Art Review of Electric Vehicle to Grid (V2G) technology,2019,10.1088/1757-899x/561/1/012103,https://doi.org/10.1088/1757-899x/561/1/012103,https://iopscience.iop.org/article/10.1088/1757-899X/561/1/012103/pdf,QFIELD_EV_resilience_emergency_operation|QPR_EV_resilience_emergency_operation|QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001168,The neglected social dimensions to a vehicle-to-grid (V2G) transition: a critical and systematic review,2017,10.1088/1748-9326/aa9c6d,https://doi.org/10.1088/1748-9326/aa9c6d,https://iopscience.iop.org/article/10.1088/1748-9326/aa9c6d/pdf,QFIELD_EV_resilience_emergency_operation|QPR_EV_resilience_emergency_operation|QSA_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001169,Virtual Synchronous Machine-Based Control of a Single-Phase Bi-Directional Battery Charger for Providing Vehicle-to-Grid Services,2016,10.1109/tia.2016.2550588,https://doi.org/10.1109/tia.2016.2550588,https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/11250/2489636/1/Suul2016vsm-b.pdf,QFIELD_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001170,Promoting Vehicle to Grid (V2G) in the Nordic region: Expert advice on policy mechanisms for accelerated diffusion,2018,10.1016/j.enpol.2018.02.024,https://doi.org/10.1016/j.enpol.2018.02.024,https://www.sciencedirect.com/science/article/pii/S0301421518300995/pdf,QFIELD_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001171,Reinforcement learning for electric vehicle applications in power systems:A critical review,2022,10.1016/j.rser.2022.113052,https://doi.org/10.1016/j.rser.2022.113052,https://doi.org/10.1016/j.rser.2022.113052,QFIELD_EV_resilience_emergency_operation|QMA_demand_response_peak_management|QMA_frequency_response_regulation|QMA_resilience_emergency_operation|QPR_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001174,The Future Promise of Vehicle-to-Grid (V2G) Integration: A Sociotechnical Review and Research Agenda,2017,10.1146/annurev-environ-030117-020220,https://doi.org/10.1146/annurev-environ-030117-020220,https://doi.org/10.1146/annurev-environ-030117-020220,QMA_demand_response_peak_management|QMA_frequency_response_regulation|QMA_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001176,Optimal Coordination of Electric Vehicles for Virtual Power Plants With Dynamic Communication Spectrum Allocation,2020,10.1109/tii.2020.2986883,https://doi.org/10.1109/tii.2020.2986883,http://ira.lib.polyu.edu.hk/bitstream/10397/93393/1/Chan_Optimal_Coordination_Electric.pdf,QMA_demand_response_peak_management|QMA_frequency_response_regulation|QMA_local_energy_sharing_distribution_support|QPAIR_BS_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001178,A comprehensive analysis of Vehicle to Grid (V2G) systems and scholarly literature on the application of such systems,2020,10.1016/j.ref.2020.10.001,https://doi.org/10.1016/j.ref.2020.10.001,https://www.sciencedirect.com/science/article/pii/S1755008420300533,QMA_demand_response_peak_management|QMA_frequency_response_regulation|QPAIR_EV_BLDG_demand_response_peak_management|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001181,Integrated energy management of a smart community with electric vehicle charging using scenario based stochastic model predictive control,2022,10.1016/j.enbuild.2022.111916,https://doi.org/10.1016/j.enbuild.2022.111916,,QMA_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001189,Integration of Electric Vehicles in the Distribution Network: A Review of PV Based Electric Vehicle Modelling,2020,10.3390/en13174541,https://doi.org/10.3390/en13174541,https://www.mdpi.com/1996-1073/13/17/4541/pdf?version=1599029517,QMA_frequency_response_regulation|QMA_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001197,Electric Vehicle Virtual Power Plant Dilemma: Grid Balancing Versus Customer Mobility,2018,10.1111/poms.12876,https://doi.org/10.1111/poms.12876,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/poms.12876,QMA_local_energy_sharing_distribution_support|QMA_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001198,Electric Vehicle Fleet Integration in a Virtual Power Plant With Large-Scale Wind Power,2020,10.1109/tia.2020.2993529,https://doi.org/10.1109/tia.2020.2993529,,QMA_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001206,Coordinated Control Strategy and Validation of Vehicle-to-Grid for Frequency Control,2021,10.3390/en14092530,https://doi.org/10.3390/en14092530,https://www.mdpi.com/1996-1073/14/9/2530/pdf?version=1619760840,QMA_renewable_energy_integration|QMA_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001208,"Demand side management of electric vehicles in smart grids: A survey on strategies, challenges, modeling, and optimization",2022,10.1016/j.egyr.2022.09.023,https://doi.org/10.1016/j.egyr.2022.09.023,https://www.sciencedirect.com/science/article/pii/S2352484722017462/pdf,QMA_renewable_energy_integration|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_frequency_response_regulation|QPAIR_EV_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001210,"Charging and Discharging of Electric Vehicles in Power Systems: An Updated and Detailed Review of Methods, Control Structures, Objectives, and Optimization Methodologies",2022,10.3390/su14042137,https://doi.org/10.3390/su14042137,https://www.mdpi.com/2071-1050/14/4/2137/pdf?version=1644758136,QMA_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001216,Power System Integration of Electric Vehicles: A Review on Impacts and Contributions to the Smart Grid,2024,10.3390/app14062246,https://doi.org/10.3390/app14062246,https://www.mdpi.com/2076-3417/14/6/2246/pdf?version=1709808212,QMA_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001220,Resource Efficient Vehicle-to-Grid (V2G) Communication Systems for Electric Vehicle Enabled Microgrids,2020,10.1109/tits.2020.3023899,https://doi.org/10.1109/tits.2020.3023899,https://myresearchspace.uws.ac.uk/ws/files/52988270/2020_09_08_Umoren_et_al_Resource_accepted.pdf,QMA_resilience_emergency_operation|QPAIR_BS_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001228,A Survey on 5G Networks for the Internet of Things: Communication Technologies and Challenges,2017,10.1109/access.2017.2779844,https://doi.org/10.1109/access.2017.2779844,https://doi.org/10.1109/access.2017.2779844,QPAIR_BS_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001229,Field demonstration and implementation analysis of model predictive control in an office HVAC system,2022,10.1016/j.apenergy.2022.119104,https://doi.org/10.1016/j.apenergy.2022.119104,https://www.sciencedirect.com/science/article/pii/S0306261922004895/pdf,QPAIR_BS_BLDG_demand_response_peak_management|QPAIR_DC_BLDG_demand_response_peak_management,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001234,White Paper on Broadband Connectivity in 6G,2020,10.48550/arxiv.2004.14247,https://e-space.mmu.ac.uk/628795/1/isbn9789526226798v.pdf,https://arxiv.org/pdf/2004.14247,QPAIR_BS_BLDG_frequency_response_regulation|QPAIR_DC_BS_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001235,"The Role of ML, AI and 5G Technology in Smart Energy and Smart Building Management",2022,10.3390/electronics11233960,https://doi.org/10.3390/electronics11233960,https://www.mdpi.com/2079-9292/11/23/3960/pdf?version=1669857730,QPAIR_BS_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001238,Comprehensive Review of Building Energy Management Models: Grid-Interactive Efficient Building Perspective,2024,10.3390/en17194794,https://doi.org/10.3390/en17194794,https://www.mdpi.com/1996-1073/17/19/4794/pdf?version=1727264398,QFIELD_BLDG_frequency_response_regulation|QFIELD_BLDG_local_energy_sharing_distribution_support|QFIELD_BLDG_resilience_emergency_operation|QPAIR_BS_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_renewable_energy_integration|QPR_BLDG_frequency_response_regulation|QPR_BLDG_local_energy_sharing_distribution_support|QPR_BLDG_renewable_energy_integration|QPR_BLDG_resilience_emergency_operation|QSA_BLDG_frequency_response_regulation|QSA_BLDG_local_energy_sharing_distribution_support|QSA_BLDG_renewable_energy_integration|QSA_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001240,Distributed Stochastic Scheduling of Massive Backup Batteries in Cellular Networks for Operational Reserve and Frequency Support Ancillary Services,2024,10.35833/mpce.2023.000414,https://doi.org/10.35833/mpce.2023.000414,https://ieeexplore.ieee.org/ielx7/8685265/10478434/10304597.pdf,QPAIR_BS_BLDG_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001241,Demand Response and Smart Buildings,2017,10.1145/3009972,https://doi.org/10.1145/3009972,https://www.osti.gov/servlets/purl/1493877,QPAIR_BS_BLDG_frequency_response_regulation|QPAIR_BS_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001245,A comprehensive review of Building Energy Management Systems (BEMS) for Improved Efficiency,2024,10.30574/wjarr.2024.21.3.0746,https://doi.org/10.30574/wjarr.2024.21.3.0746,https://wjarr.com/sites/default/files/WJARR-2024-0746.pdf,QPAIR_BS_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001247,"Virtual Power Plant Operational Strategies: Models, Markets, Optimization, Challenges, and Opportunities",2022,10.3390/su141912486,https://doi.org/10.3390/su141912486,https://www.mdpi.com/2071-1050/14/19/12486/pdf?version=1665309317,QPAIR_BS_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001250,Virtual power plant for energy management: Science mapping approach,2023,10.1016/j.heliyon.2023.e19962,https://doi.org/10.1016/j.heliyon.2023.e19962,https://doi.org/10.1016/j.heliyon.2023.e19962,QPAIR_BS_BLDG_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001254,A Fuzzy-Based Building Energy Management System for Energy Efficiency,2018,10.3390/buildings8020014,https://doi.org/10.3390/buildings8020014,https://www.mdpi.com/2075-5309/8/2/14/pdf?version=1516863320,QPAIR_BS_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001255,The Role of 6G Technologies in Advancing Smart City Applications: Opportunities and Challenges,2024,10.3390/su16167039,https://doi.org/10.3390/su16167039,https://www.mdpi.com/2071-1050/16/16/7039/pdf?version=1723805357,QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_DC_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001257,Data Aggregation in Massive Machine Type Communication: Challenges and Solutions,2019,10.1109/access.2019.2906880,https://doi.org/10.1109/access.2019.2906880,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08678907.pdf,QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_DC_BS_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001259,Key Factors Affecting Smart Building Integration into Smart City: Technological Aspects,2023,10.3390/smartcities6040085,https://doi.org/10.3390/smartcities6040085,https://www.mdpi.com/2624-6511/6/4/85/pdf?version=1690786093,QPAIR_BS_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001260,Overview of the Optimal Smart Energy Coordination for Microgrid Applications,2019,10.1109/access.2019.2951459,https://doi.org/10.1109/access.2019.2951459,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08890855.pdf,QPAIR_BS_BLDG_renewable_energy_integration|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_renewable_energy_integration|QPAIR_DC_BLDG_resilience_emergency_operation|QPAIR_DC_BS_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001261,"CityLearn v2: energy-flexible, resilient, occupant-centric, and carbon-aware management of grid-interactive communities",2024,10.1080/19401493.2024.2418813,https://doi.org/10.1080/19401493.2024.2418813,https://arxiv.org/pdf/2405.03848,QPAIR_BS_BLDG_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001271,"IoT—A Promising Solution to Energy Management in Smart Buildings: A Systematic Review, Applications, Barriers, and Future Scope",2024,10.3390/buildings14113446,https://doi.org/10.3390/buildings14113446,https://www.mdpi.com/2075-5309/14/11/3446/pdf?version=1730272628,QPAIR_BS_BLDG_resilience_emergency_operation|QPAIR_DC_BLDG_local_energy_sharing_distribution_support|QPAIR_DC_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001277,A Review on Communication Standards and Charging Topologies of V2G and V2H Operation Strategies,2019,10.3390/en12193748,https://doi.org/10.3390/en12193748,https://www.mdpi.com/1996-1073/12/19/3748/pdf?version=1570533172,QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001279,Inductive Wireless Power Transfer Charging for Electric Vehicles–A Review,2021,10.1109/access.2021.3116678,https://doi.org/10.1109/access.2021.3116678,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09552904.pdf,QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001280,"Review of Electric Vehicle Charging Technologies, Standards, Architectures, and Converter Configurations",2023,10.1109/access.2023.3267164,https://doi.org/10.1109/access.2023.3267164,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10102467.pdf,QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_local_energy_sharing_distribution_support|QPAIR_BS_EV_resilience_emergency_operation|QPAIR_DC_EV_demand_response_peak_management|QPAIR_DC_EV_frequency_response_regulation|QPAIR_DC_EV_local_energy_sharing_distribution_support|QPAIR_DC_EV_resilience_emergency_operation|QPR_DC_frequency_response_regulation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001281,Distributed Noncooperative MPC for Energy Scheduling of Charging and Trading Electric Vehicles in Energy Communities,2023,10.1109/tcst.2023.3291549,https://doi.org/10.1109/tcst.2023.3291549,https://ieeexplore.ieee.org/ielx7/87/4389040/10184502.pdf,QPAIR_BS_EV_demand_response_peak_management|QPAIR_BS_EV_frequency_response_regulation|QPAIR_BS_EV_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001306,Impact of electric vehicles on smart grid and future predictions: a survey,2022,10.1080/02286203.2022.2148180,https://doi.org/10.1080/02286203.2022.2148180,https://repository.up.ac.za/bitstream/2263/95396/1/Ismail_Impact_2023.pdf,QPAIR_BS_EV_renewable_energy_integration,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
R001307,Cybersecurity of Smart Electric Vehicle Charging: A Power Grid Perspective,2020,10.1109/access.2020.3041074,https://doi.org/10.1109/access.2020.3041074,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09272723.pdf,QPAIR_BS_EV_renewable_energy_integration|QPAIR_EV_BLDG_resilience_emergency_operation,"Full-text eligibility, project duplication, multi-asset role and source locators require human verification."
