search_record_id,search_run_id,query_id,query_family,source_database,source_record_id,rank_in_response,title,abstract,publication_year,doi_raw,doi_normalized,stable_url,oa_url,document_type,authors,venue_or_issuer,language,region_or_jurisdiction,repository_path,source_sha256,raw_response_path
R001250,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_local_energy_sharing_distribution_support,pairwise_multi_asset,openalex,https://openalex.org/W4386570975,9,Virtual power plant for energy management: Science mapping approach,"A bibliometric analysis was conducted to examine the trends and developments in the field of Virtual Power Plants (VPPs) from 2000 to June 2022. The selection and identification of data involved a systematic search resulting in 1245 articles for bibliometric analysis after applying the inclusion and exclusion criteria. Strategic diagrams, overlay graphs, and evolution maps were used to analyze the trends and themes in different periods. The analysis reveals the emergence and evolution of various themes and their interconnections. In the early periods, the focus was on energy market issues, distributed generation, and the control of Distributed Energy Resources. Themes such as microgrids, renewable energy, electric vehicles, and economic analysis have gained prominence over time. The present study also identified the introduction of new concepts such as prosumers, collaborative networks, and dynamic power plants in later periods. The performance analysis for the last period (2022) highlighted the centrality and density of themes such as power plants, renewable power plants, battery energy storage systems, and robust optimization. These themes are considered both fundamental and transverse in the research field. This study discusses the importance of VPPs and battery energy storage systems in addressing grid intermittency issues and providing auxiliary market services. The analysis also emphasized the management of the demand side and the integration of electric vehicles and Building Energy Management Systems in VPPs. Therefore, future directions for VPP research include innovative structures and topologies, big-data analysis, and diversified optimization techniques. This study provides insights into the evolution and current state of research in the field of VPPs and identifies areas for further exploration and development.",2023,https://doi.org/10.1016/j.heliyon.2023.e19962,10.1016/j.heliyon.2023.e19962,https://doi.org/10.1016/j.heliyon.2023.e19962,https://doi.org/10.1016/j.heliyon.2023.e19962,article,Eliseo Zarate-Perez|Juan Grados|Santiago Rubiños|Martin Solis-Tipian|Abilio Cuzcano-Rivas|Jacob Astocondor-Villar|Herbert Grados-Espinoza,Heliyon,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_local_energy_sharing_distribution_support.json
R001251,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_local_energy_sharing_distribution_support,pairwise_multi_asset,openalex,https://openalex.org/W4392847142,10,"6G Networks and the AI Revolution—Exploring Technologies, Applications, and Emerging Challenges","In the rapidly evolving landscape of wireless communication, each successive generation of networks has achieved significant technological leaps, profoundly transforming the way we connect and interact. From the analog simplicity of 1G to the digital prowess of 5G, the journey of mobile networks has been marked by constant innovation and escalating demands for faster, more reliable, and more efficient communication systems. As 5G becomes a global reality, laying the foundation for an interconnected world, the quest for even more advanced networks leads us to the threshold of the sixth-generation (6G) era. This paper presents a hierarchical exploration of 6G networks, poised at the forefront of the next revolution in wireless technology. This study delves into the technological advancements that underpin the need for 6G, examining its key features, benefits, and key enabling technologies. We dissect the intricacies of cutting-edge innovations like terahertz communication, ultra-massive MIMO, artificial intelligence (AI), machine learning (ML), quantum communication, and reconfigurable intelligent surfaces. Through a meticulous analysis, we evaluate the strengths, weaknesses, and state-of-the-art research in these areas, offering a wider view of the current progress and potential applications of 6G networks. Central to our discussion is the transformative role of AI in shaping the future of 6G networks. By integrating AI and ML, 6G networks are expected to offer unprecedented capabilities, from enhanced mobile broadband to groundbreaking applications in areas like smart cities and autonomous systems. This integration heralds a new era of intelligent, self-optimizing networks that promise to redefine the parameters of connectivity and digital interaction. We also address critical challenges in the deployment of 6G, from technological hurdles to regulatory concerns, providing a holistic assessment of potential barriers. By highlighting the interplay between 6G and AI technologies, this study maps out the current landscape and lights the path forward in this rapidly evolving domain. This paper aims to be a cornerstone resource, providing essential insights, addressing unresolved research questions, and stimulating further investigation into the multifaceted realm of 6G networks. By highlighting the synergy between 6G and AI technologies, we aim to illuminate the path forward in this rapidly evolving field.",2024,https://doi.org/10.3390/s24061888,10.3390/s24061888,https://doi.org/10.3390/s24061888,https://www.mdpi.com/1424-8220/24/6/1888/pdf?version=1710492387,article,Robin Chataut|Mary Nankya|Robert Akl,Sensors,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_local_energy_sharing_distribution_support.json
R001252,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W2801749227,1,Data-driven model predictive control using random forests for building energy optimization and climate control,,2018,https://doi.org/10.1016/j.apenergy.2018.02.126,10.1016/j.apenergy.2018.02.126,https://doi.org/10.1016/j.apenergy.2018.02.126,https://repository.upenn.edu/bitstreams/bb8f0f16-f789-4390-ab2b-17cdb6df5ae2/download,article,Francesco Smarra|Achin Jain|Tullio de Rubeis|Dario Ambrosini|Alessandro D’Innocenzo|Rahul Mangharam,Applied Energy,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001253,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W4402825653,2,Comprehensive Review of Building Energy Management Models: Grid-Interactive Efficient Building Perspective,"Energy management models for buildings have been designed primarily to reduce energy costs and improve efficiency. However, the focus has recently shifted to GEBs with a view toward balancing energy supply and demand while enhancing system flexibility and responsiveness. This paper provides a comprehensive comparative analysis of GEBs and other building energy management models, categorizing their features into internal and external dimensions. This review highlights the evolution of building models, including intelligent buildings, smart buildings, green buildings, and zero-energy buildings, and introduces eight distinct features of GEBs related to their efficient, connected, smart, and flexible aspects. The analysis is based on an extensive literature review and a detailed comparison of building models across the aforementioned features. GEBs prioritize interaction with the power grid, which distinguishes them from traditional models focusing on internal efficiency and occupant comfort. This paper also discusses the technological components and research trends associated with GEBs, providing insights into their development and potential evolution in the context of sustainable and efficient building design.",2024,https://doi.org/10.3390/en17194794,10.3390/en17194794,https://doi.org/10.3390/en17194794,https://www.mdpi.com/1996-1073/17/19/4794/pdf?version=1727264398,article,Anujin Bayasgalan|Yoo Shin Park|Seak Bai Koh|Sung-Yong Son,Energies,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001254,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W2789864555,3,A Fuzzy-Based Building Energy Management System for Energy Efficiency,"Information and communication technologies (ICT) offer immense potential to improve the energetic performance of buildings. Additionally, common building control systems are typically based on simple decision-making tools, which possess the ability to obtain controllable parameters for indoor temperatures. Nevertheless, the accuracy of such common building control systems is improvable with the integration of advanced decision-making techniques embedded into software and energy management tools. This paper presents the design of a building energy management system (BEMS), which is currently under development, and that makes use of artificial intelligence for the automated decision-making process required for optimal comfort of occupants and utilization of renewables for achieving energy-efficiency in buildings. The research falls under the scope of the H2020 project BREASER which implements fuzzy logic with the aim of governing the energy resources of a school in Turkey, which has been renovated with a ventilated façade with integrated renewable energy sources (RES). The BRESAER BEMS includes prediction techniques that increase the accuracy of common BEMS tools, and subsequent energy savings, while ensuring the indoor thermal comfort of the building occupants. In particular, weather forecast and simulation strategies are integrated into the functionalities of the overall system. By collecting the aforementioned information, the BEMS makes decisions according to a well-established selection of key performance indicators (KPIs) with the objective of providing a quantitative comparable value to determine new actuation parameters.",2018,https://doi.org/10.3390/buildings8020014,10.3390/buildings8020014,https://doi.org/10.3390/buildings8020014,https://www.mdpi.com/2075-5309/8/2/14/pdf?version=1516863320,article,José L. Hernández|Roberto Sanz|Álvaro Corredera|Ricardo Palomar|Isabel Lacave,Buildings,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001255,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W4401639680,4,The Role of 6G Technologies in Advancing Smart City Applications: Opportunities and Challenges,"The deployment of fifth-generation (5G) wireless networks has already laid the ground-work for futuristic smart cities but along with this, it has also triggered the rapid growth of a wide range of applications, for example, the Internet of Everything (IoE), online gaming, extended/virtual reality (XR/VR), telemedicine, cloud computing, and others, which require ultra-low latency, ubiquitous coverage, higher data rates, extreme device density, ultra-high capacity, energy efficiency, and better reliability. Moreover, the predicted explosive surge in mobile traffic until 2030 along with envisioned potential use-cases/scenarios in a smart city context will far exceed the capabilities for which 5G was designed. Therefore, there is a need to harness the 6th Generation (6G) capabilities, which will not only meet the stringent requirements of smart megacities but can also open up a new range of potential applications. Other crucial concerns that need to be addressed are related to network security, data privacy, interoperability, the digital divide, and other integration issues. In this article, we examine current and emerging trends for the implementation of 6G in the smart city arena. Firstly, we give an inclusive and comprehensive review of potential 6th Generation (6G) mobile communication technologies that can find potential use in smart cities. The discussion of each technology also covers its potential benefits, challenges and future research direction. Secondly, we also explore promising smart city applications that will use these 6G technologies, such as, smart grids, smart healthcare, smart waste management, etc. In the conclusion part, we have also highlighted challenges and suggestions for possible future research directions. So, in a single paper, we have attempted to provide a wider perspective on 6G-enabled smart cities by including both the potential 6G technologies and their smart city applications. This paper will help readers gain a holistic view to ascertain the benefits, opportunities and applications that 6G technology can bring to meet the diverse, massive and futuristic requirements of smart cities.",2024,https://doi.org/10.3390/su16167039,10.3390/su16167039,https://doi.org/10.3390/su16167039,https://www.mdpi.com/2071-1050/16/16/7039/pdf?version=1723805357,article,Sanjeev Kumar Sharma|Renu Popli|Sajjan Singh|Gunjan Chhabra|Gurpreet Singh Saini|Maninder Singh|Archana Sandhu|Ashutosh Sharma|Rajeev Kumar,Sustainability,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001256,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W4213082165,5,A taxonomy of machine learning applications for virtual power plants and home/building energy management systems,"A Virtual power plant is defined as an information and communications technology system with the following primary functionalities: enhancing renewable power generation , aggregating Distributed Energy Resources and monetizing them considering the relevant energy contracts or markets. A virtual power plant also includes secondary functionalities such as forecasting load, market prices and renewable generation , as well as asset management related to the distributed energy ressources. Home energy management systems and building energy management systems have significant overlap with virtual power plants, but these bodies of research are largely separate. Machine learning has recently been applied to realize various functionalities of these systems. This article presents a 3-tier taxonomy of such functionalities. The top tier categories are optimization, forecasting and classification. A scientometric research methodology is used, so that a custom database has been developed to capture metadata from all of the articles that have been included in the taxonomy. Custom algorithms have been developed to generate infographics from the database, to visualize the taxonomy and trends in the research. The paper concludes with a discussion of topics expected to receive a high number of publications in the future, as well as currently unresolved challenges.",2022,https://doi.org/10.1016/j.autcon.2022.104174,10.1016/j.autcon.2022.104174,https://doi.org/10.1016/j.autcon.2022.104174,https://doi.org/10.1016/j.autcon.2022.104174,article,Seppo Sierla|Mahdi Pourakbari‐Kasmaei|Valeriy Vyatkin,Automation in Construction,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001257,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W2928684079,6,Data Aggregation in Massive Machine Type Communication: Challenges and Solutions,"Machine type communication (MTC) is a fundamental technology to realize the concept of fully connected world in fifth generation (5G) Internet of Things (IoT). The massive roll out of the MTC devices is a serious challenge for cellular networks from operational and management perspective, including massive access and network congestion. Many proposals have been put forward by the research community to cater to the nuisance of massive MTC (mMTC) access in cellular networks. Recently, data aggregation has attracted a lot of research attention owing to its robust ability to resolve the above-mentioned challenges. In this paper, we review the recent development in data aggregation techniques, including their application scenarios, design, and limitations. Commencing with the application scenarios and current challenges in the MTC network, the classification of various proposed solutions for massive access along with the family of data aggregation techniques is discussed in detail. By doing so, it provides an insight about the future design trends that can propel the current research efforts to curb the mMTC access in a cellular network.",2019,https://doi.org/10.1109/access.2019.2906880,10.1109/access.2019.2906880,https://doi.org/10.1109/access.2019.2906880,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08678907.pdf,article,Tabinda Salam|Waheed ur Rehman|Xiaofeng Tao,IEEE Access,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001258,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W2765920313,7,Demand Response and Smart Buildings,"In this article, we perform a comprehensive survey of the technical aspects related to the implementation of demand response and smart buildings. Specifically, we discuss various smart loads such as heating, ventilating, and air-conditioning (HVAC) systems and plug-in electric vehicles (PEVs); the power architecture with multibus characteristics; different control algorithms such as the hybrid centralized and decentralized control and the distributed coordination among buildings; the communication technologies and network architectures; and the potential cyber-physical security issues and possible mechanisms for enhancing the system security at both cyber and physical layers. The current status of the demand response in United States, Europe, Japan, and China is reviewed, and the benefits, costs, and challenges of implementing and operating demand response and smart buildings are also discussed.",2017,https://doi.org/10.1145/3009972,10.1145/3009972,https://doi.org/10.1145/3009972,https://www.osti.gov/servlets/purl/1493877,article,Junjian Qi|Young‐Jin Kim|Chen Chen|Xiaonan Lu|Jianhui Wang,ACM Transactions on Cyber-Physical Systems,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001259,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W4385429541,8,Key Factors Affecting Smart Building Integration into Smart City: Technological Aspects,"This research presents key factors influencing smart building integration into smart cities considering the city as a technological system. This paper begins with an overview of the concept of smart buildings, defining their features and discussing the technological advancements driving their development. The frameworks for smart buildings are presented, emphasizing energy efficiency, sustainability, automation, and data analytics. Then, the concept of a smart city and the role of digitalization in its development is explored. The conceptual framework of smart building into a smart city is presented, contributing to understanding the complex process of integrating smart buildings into smart cities. Further research delves into the factors influencing the integration of smart buildings into smart cities, focusing on energy, mobility, water, security systems, and waste management infrastructure domains. Each thematic area is examined, highlighting the importance of integration and the associated challenges and opportunities, based on research in the literature and the analysis of case studies. This enables the identification of 26 factors influencing integration and the synthesis of findings. The findings indicate that the successful integration of smart buildings into smart cities requires attention to multiple factors related to smart energy, smart mobility, smart water, smart security, and smart waste management infrastructures. The results obtained from this research provide valuable insights into the factors influencing smart building integration into a smart city from a technological perspective, enabling stakeholders to make informed decisions and develop strategies paving the way for sustainable, resilient, and efficient urban environments.",2023,https://doi.org/10.3390/smartcities6040085,10.3390/smartcities6040085,https://doi.org/10.3390/smartcities6040085,https://www.mdpi.com/2624-6511/6/4/85/pdf?version=1690786093,article,Rasa Apanavičienė|Mustafa Muthnna Najm Shahrabani,Smart Cities,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001260,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W2984503532,9,Overview of the Optimal Smart Energy Coordination for Microgrid Applications,"This paper describes an overview of the optimal energy coordination/management approaches for microgrids. The article presents the smart grid environment in conjunction with their technologies into the applications of a microgrid when the energy coordination aims to create power flow stability between the generation and consumption of the electricity. This energy equilibrium is made regardless of a power grid complexity that can contain diverse load demands and distributed energy resources (DERs), including renewable energy system (RES), energy storage system (ESS), electric vehicle (EV), etc. A microgrid often contains an energy mix system that requires three control levels, namely primary, secondary and tertiary, to optimize the energy cost and behavior of the system operation and exploitation. Based on several DERs, a microgrid can operate in island mode or be connected to the main grid. The energy coordination for both features is to deal with the energy resources uncertainty, the climate impact, to reduce atmospheric pollution deriving from the conventional power grid, and the energy demand growth. Through the smart grid technology, the optimization approaches of this coordination have brought several improvements into the electrical system. Thus, an overview of an intelligent energy management system for microgrid applications is intensively detailed to structure the implementation strategies which aim to coordinate the energy flow of an electrical system optimally.",2019,https://doi.org/10.1109/access.2019.2951459,10.1109/access.2019.2951459,https://doi.org/10.1109/access.2019.2951459,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08890855.pdf,article,Nsilulu T. Mbungu|Raj Naidoo|Ramesh C. Bansal|Vahid Vahidinasab,IEEE Access,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001261,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_renewable_energy_integration,pairwise_multi_asset,openalex,https://openalex.org/W4396813774,10,"CityLearn v2: energy-flexible, resilient, occupant-centric, and carbon-aware management of grid-interactive communities","As more distributed energy resources become part of the demand-side infrastructure, quantifying their energy flexibility on a community scale is crucial. CityLearn v1 provided an environment for benchmarking control algorithms. However, there is no standardized environment utilizing realistic building-stock datasets for distributed energy resource control benchmarking without co-simulation or third-party frameworks. CityLearn v2 extends CityLearn v1 by providing a stand-alone simulation environment that leverages the End-Use Load Profiles for the U.S. Building Stock dataset to create grid-interactive communities for resilient, multi-agent, and objective control of distributed energy resources with dynamic occupant feedback. While the v1 environment used pre-simulated building thermal loads, the v2 environment uses data-driven thermal dynamics and eliminates the need for co-simulation with building energy performance software. This work details the v2 environment and provides application examples that use reinforcement learning control to manage battery energy storage system, vehicle-to-grid control, and thermal comfort during heat pump power modulation.",2024,https://doi.org/10.1080/19401493.2024.2418813,10.1080/19401493.2024.2418813,https://doi.org/10.1080/19401493.2024.2418813,https://arxiv.org/pdf/2405.03848,article,Kingsley Nweye|Kathryn Kaspar|Giacomo Buscemi|Tiago Fonseca|Giuseppe Pinto|Dipanjan Ghose|Satvik Duddukuru|Pavani Pratapa|Han Li|Javad Mohammadi|Luís Lino Ferreira|Tianzhen Hong|Mohamed Ouf|Alfonso Capozzoli|Zoltán Nagy,Journal of Building Performance Simulation,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_renewable_energy_integration.json
R001262,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W3179283102,1,Evolution of Non-Terrestrial Networks From 5G to 6G: A Survey,"Non-terrestrial networks (NTNs) traditionally have certain limited applications. However, the recent technological advancements and manufacturing cost reduction opened up myriad applications of NTNs for 5G and beyond networks, especially when integrated into terrestrial networks (TNs). This article comprehensively surveys the evolution of NTNs highlighting their relevance to 5G networks and essentially, how it will play a pivotal role in the development of 6G ecosystem. We discuss important features of NTNs integration into TNs and the synergies by delving into the new range of services and use cases, various architectures, technological enablers, and higher layer aspects pertinent to NTNs integration. Moreover, we review the corresponding challenges arising from the technical peculiarities and the new approaches being adopted to develop efficient integrated ground-air-space (GAS) networks. Our survey further includes the major progress and outcomes from academic research as well as industrial efforts representing the main industrial trends, field trials, and prototyping towards the 6G networks.",2022,https://doi.org/10.1109/comst.2022.3199901,10.1109/comst.2022.3199901,https://doi.org/10.1109/comst.2022.3199901,https://ieeexplore.ieee.org/ielx7/9739/9956928/09861699.pdf,article,Mohammad Mahdi Azari|Sourabh Solanki|Symeon Chatzinotas|Oltjon Kodheli|Hazem Sallouha|Achiel Colpaert|Jesús Fabián Mendoza Montoya|Sofie Pollin|Alireza Haqiqatnejad|Arsham Mostaani|Eva Lagunas|Björn Ottersten,IEEE Communications Surveys & Tutorials,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
R001263,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W3034606981,2,"A Survey of Multi-Access Edge Computing in 5G and Beyond: Fundamentals, Technology Integration, and State-of-the-Art","Driven by the emergence of new compute-intensive applications and the vision of the Internet of Things (IoT), it is foreseen that the emerging 5G network will face an unprecedented increase in traffic volume and computation demands. However, end users mostly have limited storage capacities and finite processing capabilities, thus how to run compute-intensive applications on resource-constrained users has recently become a natural concern. Mobile edge computing (MEC), a key technology in the emerging fifth generation (5G) network, can optimize mobile resources by hosting compute-intensive applications, process large data before sending to the cloud, provide the cloud-computing capabilities within the radio access network (RAN) in close proximity to mobile users, and offer context-aware services with the help of RAN information. Therefore, MEC enables a wide variety of applications, where the real-time response is strictly required, e.g., driverless vehicles, augmented reality, robotics, and immerse media. Indeed, the paradigm shift from 4G to 5G could become a reality with the advent of new technological concepts. The successful realization of MEC in the 5G network is still in its infancy and demands for constant efforts from both academic and industry communities. In this survey, we first provide a holistic overview of MEC technology and its potential use cases and applications. Then, we outline up-to-date researches on the integration of MEC with the new technologies that will be deployed in 5G and beyond. We also summarize testbeds and experimental evaluations, and open source activities, for edge computing. We further summarize lessons learned from state-of-the-art research works as well as discuss challenges and potential future directions for MEC research.",2020,https://doi.org/10.1109/access.2020.3001277,10.1109/access.2020.3001277,https://doi.org/10.1109/access.2020.3001277,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09113305.pdf,article,Quoc‐Viet Pham|Fang Fang|Vu Nguyen Ha|Md. Jalil Piran|Mai Le|Long Bao Le|Won–Joo Hwang|Zhiguo Ding,IEEE Access,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
R001264,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W2790284307,3,5G Internet of Things: A survey,,2018,https://doi.org/10.1016/j.jii.2018.01.005,10.1016/j.jii.2018.01.005,https://doi.org/10.1016/j.jii.2018.01.005,https://uwe-repository.worktribe.com/preview/871355/IoT5m.pdf,article,Shancang Li|Li Da Xu|Shanshan Zhao,Journal of Industrial Information Integration,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
R001265,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W3144404977,4,"Survey on 6G Frontiers: Trends, Applications, Requirements, Technologies and Future Research","Emerging applications such as Internet of Everything, Holographic Telepresence, collaborative robots, and space and deep-sea tourism are already highlighting the limitations of existing fifth-generation (5G) mobile networks. These limitations are in terms of data-rate, latency, reliability, availability, processing, connection density and global coverage, spanning over ground, underwater and space. The sixth-generation (6G) of mobile networks are expected to burgeon in the coming decade to address these limitations. The development of 6G vision, applications, technologies and standards has already become a popular research theme in academia and the industry. In this paper, we provide a comprehensive survey of the current developments towards 6G. We highlight the societal and technological trends that initiate the drive towards 6G. Emerging applications to realize the demands raised by 6G driving trends are discussed subsequently. We also elaborate the requirements that are necessary to realize the 6G applications. Then we present the key enabling technologies in detail. We also outline current research projects and activities including standardization efforts towards the development of 6G. Finally, we summarize lessons learned from state-of-the-art research and discuss technical challenges that would shed a new light on future research directions towards 6G.",2021,https://doi.org/10.1109/ojcoms.2021.3071496,10.1109/ojcoms.2021.3071496,https://doi.org/10.1109/ojcoms.2021.3071496,https://ieeexplore.ieee.org/ielx7/8782661/9309127/09397776.pdf,article,Chamitha de Alwis|Anshuman Kalla|Quoc‐Viet Pham|Pardeep Kumar|Kapal Dev|Won–Joo Hwang|Madhusanka Liyanage,IEEE Open Journal of the Communications Society,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
R001266,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W2273675851,5,"Internet of Things in the 5G Era: Enablers, Architecture, and Business Models","The IoT paradigm holds the promise to revolutionize the way we live and work by means of a wealth of new services, based on seamless interactions between a large amount of heterogeneous devices. After decades of conceptual inception of the IoT, in recent years a large variety of communication technologies has gradually emerged, reflecting a large diversity of application domains and of communication requirements. Such heterogeneity and fragmentation of the connectivity landscape is currently hampering the full realization of the IoT vision, by posing several complex integration challenges. In this context, the advent of 5G cellular systems, with the availability of a connectivity technology, which is at once truly ubiquitous, reliable, scalable, and cost-efficient, is considered as a potentially key driver for the yet-to emerge global IoT. In the present paper, we analyze in detail the potential of 5G technologies for the IoT, by considering both the technological and standardization aspects. We review the present-day IoT connectivity landscape, as well as the main 5G enablers for the IoT. Last but not least, we illustrate the massive business shifts that a tight link between IoT and 5G may cause in the operator and vendors ecosystem.",2016,https://doi.org/10.1109/jsac.2016.2525418,10.1109/jsac.2016.2525418,https://doi.org/10.1109/jsac.2016.2525418,https://kclpure.kcl.ac.uk/ws/files/51707783/Binder1.pdf,article,Maria Rita Palattella|Mischa Döhler|Alfredo Grieco|Gianluca Rizzo|Johan Torsner|Thomas Engel|Latif Ladid,IEEE Journal on Selected Areas in Communications,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
R001267,RUN_20260831_EVIDENCE_MAP_01,QPAIR_BS_BLDG_resilience_emergency_operation,pairwise_multi_asset,openalex,https://openalex.org/W3082200144,6,Fifth Generation Antennas: A Comprehensive Review of Design and Performance Enhancement Techniques,"The intensive research in the fifth generation (5G) technology is a clear indication of technological revolution to meet the ever-increasing demand and needs for high speed communication as well as Internet of Thing (IoT) based applications. The timely upgradation in 5G technology standards is released by third generation partnership project (3GPP) which enables the researchers to refine the research objectives and contribute towards the development. The 5G technology will be supported by not only smartphones but also different IoT devices to provide different services like smart building, smart city, and many more which will require a 5G antenna with low latency, low path loss, and stable radiation pattern. This paper provides a comprehensive study of different antenna designs considering various 5G antenna design aspects like compactness, efficiency, isolation, etc. This review paper elaborates the state-of-the-art research on the different types of antennas with their performance enhancement techniques for 5G technology in recent years. Also, this paper precisely covers 5G specifications and categorization of antennas followed by a comparative analysis of different antenna designs. Till now, many 5G antenna designs have been proposed by the different researchers, but an exhaustive review of different types of 5G antenna with their performance enhancement method is not yet done. So, in this paper, we have attempted to explore the different types of 5G antenna designs, their performance enhancement techniques, comparison, and future breakthroughs in a holistic way.",2020,https://doi.org/10.1109/access.2020.3020952,10.1109/access.2020.3020952,https://doi.org/10.1109/access.2020.3020952,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09184026.pdf,article,Sumit Kumar|Amruta S. Dixit|Rajeshwari Malekar|Hema D. Raut|Laxmikant K. Shevada,IEEE Access,en,,,,data/raw_metadata/openalex/QPAIR_BS_BLDG_resilience_emergency_operation.json
